# s_m, x_m, y_m, vx_mps
15.5657065,15.1714266,9.6310163,3.4473955
15.5956982,15.1416399,9.6345203,3.4693944
15.6256899,15.1118433,9.637932,3.4911567
15.6556816,15.0820355,9.6412507,3.5126914
15.6856734,15.052217,9.6444754,3.5340062
15.7156651,15.0223883,9.6476053,3.5551087
15.7456568,14.9925497,9.6506398,3.5760059
15.7756486,14.9627017,9.653578,3.5967043
15.8056403,14.9328449,9.6564196,3.6172102
15.835632,14.9029797,9.659164,3.6375292
15.8656237,14.8731066,9.6618107,3.6576668
15.8956155,14.8432215,9.6643598,3.6776279
15.9256072,14.8133281,9.6668107,3.6974176
15.9555989,14.7834268,9.6691629,3.7170399
15.9855906,14.7535183,9.6714163,3.7364983
16.0155824,14.723603,9.6735705,3.7557959
16.0455741,14.6936814,9.6756253,3.7749354
16.0755658,14.6637539,9.6775804,3.793919
16.1055576,14.6338209,9.6794356,3.8127484
16.1355493,14.603883,9.6811905,3.8314248
16.165541,14.5739405,9.682845,3.8499489
16.1955327,14.5439874,9.6843989,3.8683208
16.2255245,14.5140271,9.6858516,3.8865402
16.2555162,14.4840627,9.6872025,3.9046062
16.2855079,14.4540936,9.6884499,3.9224703
16.3154996,14.4241242,9.689589,3.9399598
16.3454914,14.3941549,9.6906128,3.9569643
16.3754831,14.3641789,9.6915191,3.9737207
16.4054748,14.3341974,9.692309,3.9904268
16.4354666,14.304214,9.6929838,4.0070872
16.4654583,14.2742282,9.6935448,4.0236962
16.49545,14.2442407,9.6939923,4.0402053
16.5254417,14.2142518,9.694325,4.0565299
16.5554335,14.184262,9.6945411,4.0726522
16.5854252,14.1542716,9.694639,4.0885773
16.6154169,14.1242792,9.6946171,4.1043102
16.6454086,14.0942869,9.6944739,4.119856
16.6754004,14.0642957,9.6942079,4.1352196
16.7053921,14.034306,9.6938178,4.1504056
16.7353838,14.0043183,9.6933022,4.1654187
16.7653756,13.9743332,9.6926599,4.1802633
16.7953673,13.9443512,9.6918896,4.1949438
16.825359,13.9143729,9.6909903,4.2094644
16.8553507,13.8843989,9.6899609,4.2238292
16.8853425,13.8544298,9.6888004,4.2380422
16.9153342,13.8244662,9.6875077,4.2521073
16.9453259,13.7945086,9.686082,4.2660283
16.9753176,13.7645578,9.6845225,4.2798087
17.0053094,13.7346144,9.6828283,4.2934521
17.0353011,13.704679,9.6809986,4.3069618
17.0652928,13.6747523,9.6790328,4.320341
17.0952846,13.6448349,9.6769301,4.333593
17.1252763,13.6149276,9.6746899,4.3467205
17.155268,13.5850309,9.6723117,4.3597265
17.1852597,13.5551444,9.6697946,4.3726138
17.2152515,13.52527,9.6671384,4.3853848
17.2452432,13.4954084,9.6643425,4.3980422
17.2752349,13.4655604,9.6614064,4.4105882
17.3052266,13.4357265,9.6583296,4.4230249
17.3352184,13.4059076,9.6551118,4.4353545
17.3652101,13.3761043,9.6517526,4.4475787
17.3952018,13.3463175,9.6482515,4.4596995
17.4251936,13.3165477,9.6446083,4.4717184
17.4551853,13.2867957,9.6408225,4.4836368
17.485177,13.2570623,9.6368939,4.4954562
17.5151687,13.2273482,9.6328221,4.5071778
17.5451605,13.1976542,9.6286068,4.5188026
17.5751522,13.167981,9.6242478,4.5303316
17.6051439,13.1383294,9.6197446,4.5417655
17.6351356,13.1087,9.6150971,4.5531048
17.6651274,13.0790938,9.6103049,4.5643502
17.6951191,13.0495114,9.6053677,4.5755018
17.7251108,13.0199536,9.6002852,4.5865597
17.7551026,12.9904213,9.5950572,4.5939293
17.7850943,12.9609152,9.5896832,4.5830113
17.815086,12.9314361,9.584163,4.5720536
17.8450777,12.9019849,9.5784962,4.5610571
17.8750695,12.8725623,9.5726824,4.5500225
17.9050612,12.8431693,9.5667212,4.5389511
17.9350529,12.8138066,9.5606122,4.5278442
17.9650446,12.7844752,9.5543549,4.5167031
17.9950364,12.7551759,9.5479489,4.5055298
18.0250281,12.7259096,9.5413936,4.4943261
18.0550198,12.6966773,9.5346885,4.4830971
18.0850116,12.6674799,9.5278328,4.4718457
18.1150033,12.6383184,9.520826,4.4605748
18.144995,12.6091938,9.5136673,4.449288
18.1749867,12.5801069,9.5063558,4.437989
18.2049785,12.551059,9.4988908,4.426682
18.2349702,12.5220512,9.4912713,4.4153713
18.2649619,12.4930847,9.4834964,4.4040619
18.2949536,12.4641608,9.4755648,4.3927588
18.3249454,12.4352806,9.4674755,4.3814677
18.3549371,12.4064454,9.4592272,4.3701946
18.3849288,12.3776567,9.4508185,4.3589459
18.4149206,12.3489158,9.4422478,4.3477284
18.4449123,12.3202241,9.4335136,4.3365494
18.474904,12.2915833,9.4246142,4.3254166
18.5048957,12.262995,9.4155477,4.3143383
18.5348875,12.2344609,9.4063122,4.3033231
18.5648792,12.2059829,9.3969054,4.2923802
18.5948709,12.1775627,9.3873251,4.2815191
18.6248626,12.1492025,9.377569,4.2707501
18.6548544,12.1209043,9.3676344,4.2600842
18.6848461,12.0926705,9.3575185,4.2495256
18.7148378,12.0645031,9.3472184,4.2391456
18.7448296,12.0364049,9.3367301,4.2290067
18.7748213,12.0083796,9.3260487,4.219103
18.804813,11.9804306,9.3151693,4.2094309
18.8348047,11.9525614,9.3040871,4.1999864
18.8647965,11.9247755,9.2927975,4.1907655
18.8947882,11.8970767,9.2812959,4.1817644
18.9247799,11.8694687,9.269578,4.1729793
18.9547716,11.8419553,9.2576395,4.1644062
18.9847634,11.8145405,9.2454763,4.1560414
19.0147551,11.7872283,9.2330844,4.1478812
19.0447468,11.7600227,9.22046,4.139922
19.0747386,11.732928,9.2075994,4.1321602
19.1047303,11.7059484,9.1944991,4.1245924
19.134722,11.6790883,9.1811557,4.117215
19.1647137,11.6523519,9.1675659,4.1100249
19.1947055,11.6257438,9.1537266,4.1030187
19.2246972,11.5992685,9.1396349,4.0961932
19.2546889,11.5729307,9.1252879,4.0895455
19.2846806,11.546735,9.110683,4.0830726
19.3146724,11.5206862,9.0958178,4.0767716
19.3446641,11.4947891,9.0806898,4.0706399
19.3746558,11.4690486,9.0652969,4.0646748
19.4046476,11.4434696,9.049637,4.0588738
19.4346393,11.4180573,9.0337082,4.0532346
19.464631,11.3928166,9.0175088,4.0477551
19.4946227,11.3677527,9.0010372,4.0424332
19.5246145,11.3428707,8.9842919,4.0372671
19.5546062,11.3181761,8.9672717,4.0322552
19.5845979,11.293674,8.9499754,4.0273959
19.6145896,11.2693699,8.9324021,4.022688
19.6445814,11.2452691,8.9145508,4.0181305
19.6745731,11.2213773,8.896421,4.0137226
19.7045648,11.1976998,8.878012,4.0094637
19.7345566,11.1742424,8.8593235,4.0053537
19.7645483,11.1510107,8.8403551,4.0013926
19.79454,11.1280104,8.8211069,3.9975809
19.8245317,11.1052473,8.8015787,3.9939192
19.8545235,11.0827273,8.7817708,3.9904086
19.8845152,11.0604563,8.7616834,3.9870508
19.9145069,11.0384403,8.741317,3.9838478
19.9444987,11.0166854,8.7206722,3.980802
19.9744904,10.9951976,8.6997496,3.9779163
20.0044821,10.9739833,8.6785501,3.9751945
20.0344738,10.9530487,8.6570745,3.9726406
20.0644656,10.9324002,8.635324,3.9702596
20.0944573,10.9120445,8.6132998,3.9680569
20.124449,10.891988,8.5910031,3.9660391
20.1544407,10.8722377,8.5684354,3.9642132
20.1844325,10.8528002,8.5455982,3.9625876
20.2144242,10.83368,8.5224897,3.9611712
20.2444159,10.8148861,8.4991138,3.9599744
20.2744077,10.7964267,8.4754732,3.9590089
20.3043994,10.7783094,8.4515699,3.9582877
20.3343911,10.7605419,8.4274059,3.9578253
20.3643828,10.7431324,8.4029834,3.9576377
20.3943746,10.7260891,8.3783046,3.9576377
20.4243663,10.7094185,8.3533733,3.9576377
20.454358,10.6931172,8.3281997,3.9580589
20.4843497,10.6771725,8.3028,3.9594878
20.5143415,10.6615687,8.2771907,3.9620124
20.5443332,10.6462895,8.2513879,3.9656287
20.5743249,10.631315,8.2254013,3.9703353
20.6043167,10.6166284,8.1992471,3.976132
20.6343084,10.6022141,8.1729435,3.9830201
20.6643001,10.5880534,8.1465043,3.991002
20.6942918,10.5741271,8.1199426,4.0000799
20.7242836,10.5604156,8.0932708,4.010255
20.7542753,10.546899,8.0665011,4.0215258
20.784267,10.5335568,8.0396445,4.0338877
20.8142587,10.5203675,8.012709,4.047331
20.8442505,10.507312,7.9857072,4.0618363
20.8742422,10.4943719,7.958652,4.0773777
20.9042339,10.4815273,7.9315515,4.0939209
20.9342257,10.4687608,7.9044173,4.1114248
20.9642174,10.4560555,7.8772553,4.1298167
20.9942091,10.4434048,7.8500576,4.1481736
21.0242008,10.4308185,7.8228321,4.1661186
21.0541926,10.4183067,7.7955847,4.1836043
21.0841843,10.4058699,7.7683006,4.2006232
21.114176,10.3935143,7.7409772,4.2171744
21.1441677,10.3812463,7.7136121,4.2332699
21.1741595,10.3690716,7.6862033,4.2489287
21.2041512,10.356996,7.6587492,4.2641756
21.2341429,10.3450246,7.6312482,4.2790395
21.2641347,10.3331622,7.6036995,4.2935519
21.2941264,10.3214128,7.576102,4.3077454
21.3241181,10.3097802,7.5484552,4.321653
21.3541098,10.2982672,7.5207586,4.3353074
21.3841016,10.2868765,7.493012,4.3487404
21.4140933,10.2756101,7.4652153,4.3619825
21.444085,10.2644694,7.4373686,4.3750628
21.4740767,10.2534555,7.4094722,4.3880086
21.5040685,10.2425691,7.3815263,4.4008455
21.5340602,10.2318104,7.3535314,4.4135976
21.5640519,10.2211793,7.3254881,4.426287
21.5940437,10.2106753,7.2973971,4.4389345
21.6240354,10.2002977,7.2692593,4.451559
21.6540271,10.1900453,7.2410754,4.4641783
21.6840188,10.1799169,7.2128466,4.4768085
21.7140106,10.169911,7.1845738,4.4894648
21.7440023,10.1600257,7.1562581,4.5021609
21.773994,10.1502592,7.1279009,4.5149097
21.8039857,10.1406092,7.0995034,4.5277229
21.8339775,10.1310734,7.0710668,4.5406116
21.8639692,10.1216493,7.0425926,4.5535856
21.8939609,10.1123344,7.0140821,4.5666545
21.9239527,10.1031258,6.9855368,4.5798268
21.9539444,10.0940206,6.9569582,4.5931105
21.9839361,10.0850159,6.9283478,4.606513
22.0139278,10.0761085,6.899707,4.6200413
22.0439196,10.0672954,6.8710384,4.6337015
22.0739113,10.0585737,6.8423443,4.6474999
22.103903,10.0499389,6.8136231,4.6614425
22.1338947,10.0413876,6.7848763,4.6755341
22.1638865,10.0329162,6.7561052,4.6897791
22.1938782,10.0245212,6.7273115,4.7041812
22.2238699,10.0161989,6.6984964,4.7187442
22.2538617,10.0079456,6.6696616,4.733471
22.2838534,9.9997575,6.6408082,4.7483643
22.3138451,9.991631,6.6119379,4.7634263
22.3438368,9.9835622,6.5830519,4.7786589
22.3738286,9.9755473,6.5541515,4.7940635
22.4038203,9.9675826,6.525238,4.809641
22.433812,9.9596635,6.4963104,4.8253235
22.4638037,9.9517863,6.4673694,4.8409455
22.4937955,9.9439475,6.4384179,4.8565076
22.5237872,9.9361436,6.4094571,4.8720104
22.5537789,9.9283707,6.3804881,4.8874545
22.5837707,9.9206254,6.351512,4.9028406
22.6137624,9.9129039,6.3225299,4.9181691
22.6437541,9.9052029,6.2935427,4.9334406
22.6737458,9.897519,6.2645514,4.9486558
22.7037376,9.8898488,6.2355569,4.9638152
22.7337293,9.8821892,6.2065601,4.9789192
22.763721,9.8745372,6.1775616,4.9939685
22.7937127,9.8668897,6.1485622,5.0
22.8237045,9.8592442,6.1195626,5.0
22.8536962,9.851598,6.0905633,5.0
22.8836879,9.8439487,6.061565,5.0
22.9136797,9.8362942,6.0325679,5.0
22.9436714,9.8286326,6.0035726,5.0
22.9736631,9.8209623,5.9745794,5.0
23.0036548,9.8132817,5.9455886,5.0
23.0336466,9.8055898,5.9166003,5.0
23.0636383,9.7978859,5.8876148,5.0
23.09363,9.7901694,5.8586321,5.0
23.1236217,9.7824403,5.8296524,5.0
23.1536135,9.7746986,5.8006755,5.0
23.1836052,9.7669452,5.7717015,5.0
23.2135969,9.7591808,5.7427301,5.0
23.2435887,9.7514068,5.7137611,5.0
23.2735804,9.7436257,5.6847972,5.0
23.3035721,9.7358394,5.6558384,5.0
23.3335638,9.7280416,5.6268794,5.0
23.3635556,9.7202197,5.5979256,5.0
23.3935473,9.7123606,5.568983,5.0
23.423539,9.7044499,5.5400542,5.0
23.4535307,9.6964734,5.5111437,5.0
23.4835225,9.6884166,5.4822554,5.0
23.5135142,9.6802648,5.4533937,5.0
23.5435059,9.6720034,5.424563,5.0
23.5734977,9.6636177,5.3957681,5.0
23.6034894,9.6550927,5.3670138,5.0
23.6334811,9.646414,5.3383053,5.0
23.6634728,9.6375681,5.3096478,5.0
23.6934646,9.6285466,5.2810456,5.0
23.7234563,9.6193491,5.2524997,5.0
23.753448,9.6099788,5.2240101,5.0
23.7834397,9.6004387,5.195577,5.0
23.8134315,9.590732,5.1672003,5.0
23.8434232,9.5808615,5.1388801,5.0
23.8734149,9.5708299,5.1106165,5.0
23.9034067,9.5606396,5.0824095,5.0
23.9333984,9.5502929,5.0542594,5.0
23.9633901,9.5397921,5.0261663,5.0
23.9933818,9.5291392,4.9981303,5.0
24.0233736,9.5183362,4.9701516,5.0
24.0533653,9.5073849,4.9422305,5.0
24.083357,9.496287,4.9143671,5.0
24.1133487,9.4850442,4.8865618,5.0
24.1433405,9.4736581,4.8588147,5.0
24.1733322,9.4621301,4.8311261,5.0
24.2033239,9.4504617,4.8034963,5.0
24.2333157,9.4386542,4.7759256,5.0
24.2633074,9.4267093,4.748415,5.0
24.2932991,9.4146284,4.7209651,5.0
24.3232908,9.4024122,4.6935751,5.0
24.3532826,9.3900618,4.6662451,5.0
24.3832743,9.3775785,4.6389754,5.0
24.413266,9.3649634,4.6117665,5.0
24.4432577,9.3522175,4.5846184,5.0
24.4732495,9.339342,4.5575314,5.0
24.5032412,9.3263379,4.5305059,5.0
24.5332329,9.3132063,4.5035421,5.0
24.5632247,9.2999482,4.4766401,5.0
24.5932164,9.2865646,4.4498002,5.0
24.6232081,9.2730566,4.4230227,5.0
24.6531998,9.2594253,4.3963077,5.0
24.6831916,9.2456716,4.3696555,5.0
24.7131833,9.2317965,4.3430661,5.0
24.743175,9.2178012,4.3165398,5.0
24.7731667,9.2036866,4.2900767,5.0
24.8031585,9.1894538,4.2636769,5.0
24.8331502,9.1751037,4.2373406,5.0
24.8631419,9.1606376,4.2110679,5.0
24.8931337,9.1460563,4.1848588,5.0
24.9231254,9.1313609,4.1587134,5.0
24.9531171,9.1165526,4.1326318,5.0
24.9831088,9.1016324,4.106614,5.0
25.0131006,9.0866013,4.08066,5.0
25.0430923,9.0714604,4.0547698,5.0
25.073084,9.0562116,4.0289446,5.0
25.1030757,9.0408553,4.0031833,5.0
25.1330675,9.0253925,3.9774858,5.0
25.1630592,9.0098244,3.9518518,5.0
25.1930509,8.9941521,3.9262814,5.0
25.2230427,8.9783766,3.9007743,5.0
25.2530344,8.9624991,3.8753305,5.0
25.2830261,8.9465208,3.8499499,5.0
25.3130178,8.9304428,3.8246322,5.0
25.3430096,8.9142661,3.7993772,5.0
25.3730013,8.8979921,3.7741848,5.0
25.402993,8.8816219,3.7490547,5.0
25.4329847,8.8651566,3.7239866,5.0
25.4629765,8.8485973,3.6989805,5.0
25.4929682,8.8319454,3.6740358,5.0
25.5229599,8.815202,3.6491525,5.0
25.5529517,8.7983683,3.62433,5.0
25.5829434,8.7814454,3.5995682,5.0
25.6129351,8.7644346,3.5748667,5.0
25.6429268,8.7473371,3.5502251,5.0
25.6729186,8.7301542,3.525643,5.0
25.7029103,8.7128869,3.50112,5.0
25.732902,8.6955367,3.4766558,5.0
25.7628937,8.6781048,3.4522503,5.0
25.7928855,8.6605926,3.4279027,5.0
25.8228772,8.6430008,3.4036123,5.0
25.8528689,8.6253308,3.3793787,5.0
25.8828607,8.6075837,3.3552013,5.0
25.9128524,8.5897609,3.3310796,5.0
25.9428441,8.5718636,3.3070131,5.0
25.9728358,8.5538929,3.2830012,5.0
26.0028276,8.5358501,3.2590434,5.0
26.0328193,8.5177365,3.2351391,5.0
26.062811,8.4995533,3.2112877,5.0
26.0928027,8.4813018,3.1874887,5.0
26.1227945,8.462983,3.1637413,5.0
26.1527862,8.4445984,3.140045,5.0
26.1827779,8.4261491,3.1163992,5.0
26.2127697,8.4076363,3.0928031,5.0
26.2427614,8.3890612,3.0692561,5.0
26.2727531,8.3704251,3.0457576,5.0
26.3027448,8.351729,3.0223066,5.0
26.3327366,8.3329739,2.998902,5.0
26.3627283,8.3141611,2.9755436,5.0
26.39272,8.2952921,2.9522307,5.0
26.4227117,8.2763678,2.9289626,5.0
26.4527035,8.2573896,2.9057384,5.0
26.4826952,8.2383586,2.8825576,5.0
26.5126869,8.219276,2.8594193,5.0
26.5426787,8.2001429,2.8363228,5.0
26.5726704,8.1809604,2.8132673,5.0
26.6026621,8.1617298,2.790252,5.0
26.6326538,8.1424521,2.7672763,5.0
26.6626456,8.1231284,2.7443393,5.0
26.6926373,8.1037599,2.7214403,5.0
26.722629,8.0843477,2.6985785,5.0
26.7526207,8.0648927,2.6757531,5.0
26.7826125,8.0453962,2.6529634,5.0
26.8126042,8.0258591,2.6302085,5.0
26.8425959,8.0062824,2.6074878,5.0
26.8725877,7.9866672,2.5848004,5.0
26.9025794,7.9670145,2.5621455,5.0
26.9325711,7.9473253,2.5395226,5.0
26.9625628,7.9276005,2.5169307,5.0
26.9925546,7.907841,2.4943691,4.98658
27.0225463,7.8880471,2.4718364,4.9713654
27.052538,7.8682202,2.4493322,4.9560132
27.0825297,7.8483613,2.4268563,4.9405245
27.1125215,7.8284714,2.4044079,4.9249005
27.1425132,7.8085513,2.3819864,4.9091424
27.1725049,7.7886018,2.359591,4.8932514
27.2024967,7.7686238,2.3372213,4.8772289
27.2324884,7.7486179,2.3148764,4.8610763
27.2624801,7.7285849,2.2925559,4.8447951
27.2924718,7.7085256,2.2702592,4.8283869
27.3224636,7.6884406,2.2479857,4.8118534
27.3524553,7.6683306,2.2257348,4.7951963
27.382447,7.6481962,2.2035061,4.7784175
27.4124387,7.628038,2.181299,4.7615187
27.4424305,7.6078565,2.1591132,4.7445021
27.4724222,7.5876522,2.1369481,4.7273697
27.5024139,7.5674258,2.1148035,4.7101235
27.5324057,7.5471775,2.0926789,4.6927658
27.5623974,7.5269079,2.070574,4.6752988
27.5923891,7.5066173,2.0484885,4.6577248
27.6223808,7.486306,2.0264221,4.6400462
27.6523726,7.4659743,2.0043747,4.6222655
27.6823643,7.4456225,1.982346,4.604385
27.712356,7.4252509,1.960336,4.5864074
27.7423477,7.4048595,1.9383445,4.568335
27.7723395,7.3844472,1.91637,4.5501705
27.8023312,7.3640148,1.8944133,4.5319165
27.8323229,7.3435626,1.872475,4.5136382
27.8623147,7.3230894,1.8505562,4.495534
27.8923064,7.3025933,1.8286609,4.4776487
27.9222981,7.2820715,1.8067934,4.4597742
27.9522898,7.26152,1.7849518,4.4418279
27.9822816,7.24094,1.7631351,4.4236639
28.0122733,7.2203339,1.7413441,4.4053547
28.042265,7.1997021,1.7195771,4.3868685
28.0722567,7.1790459,1.6978334,4.3682067
28.1022485,7.1583662,1.6761118,4.3493605
28.1322402,7.1376645,1.6544113,4.3303252
28.1622319,7.1169418,1.6327306,4.3110959
28.1922237,7.0961995,1.6110686,4.2916685
28.2222154,7.0754389,1.5894239,4.2720394
28.2522071,7.0546614,1.5677953,4.2522057
28.2821988,7.0338682,1.5461815,4.2321648
28.3121906,7.0130608,1.5245812,4.2119149
28.3421823,6.9922405,1.5029932,4.1914542
28.372174,6.9714088,1.481416,4.1707816
28.4021657,6.950567,1.4598484,4.1498963
28.4321575,6.9297165,1.4382891,4.1287976
28.4621492,6.9088591,1.4167373,4.1074854
28.4921409,6.8879964,1.395192,4.0859594
28.5221327,6.8671289,1.3736511,4.06422
28.5521244,6.8462581,1.3521136,4.0422673
28.5821161,6.825385,1.330578,4.0201019
28.6121078,6.804511,1.3090434,3.9977243
28.6420996,6.7836372,1.2875084,3.975254
28.6720913,6.7627648,1.2659721,3.9527332
28.702083,6.7418948,1.2444332,3.9301565
28.7320747,6.7210285,1.2228908,3.9075185
28.7620665,6.7001668,1.2013439,3.8848135
28.7920582,6.6793106,1.1797915,3.8620358
28.8220499,6.6584611,1.1582326,3.8391794
28.8520417,6.637619,1.1366665,3.8162382
28.8820334,6.6167853,1.1150922,3.793206
28.9120251,6.5959607,1.093509,3.7700765
28.9420168,6.575146,1.0719162,3.7468431
28.9720086,6.554342,1.050313,3.7234993
29.0020003,6.5335493,1.0286989,3.7000381
29.031992,6.5127684,1.0070731,3.6764527
29.0619837,6.4919999,0.9854354,3.6527359
29.0919755,6.4712443,0.963785,3.6288805
29.1219672,6.4505021,0.9421216,3.604879
29.1519589,6.4297735,0.9204449,3.5807238
29.1819507,6.4090588,0.8987546,3.5564071
29.2119424,6.3883582,0.8770503,3.531923
29.2419341,6.367672,0.8553319,3.5072659
29.2719258,6.3470023,0.8336017,3.4824275
29.3019176,6.3263481,0.8118583,3.4573993
29.3319093,6.3057085,0.790101,3.4321725
29.361901,6.2850834,0.7683301,3.4067381
29.3918927,6.2644726,0.7465455,3.3810872
29.4218845,6.2438758,0.7247476,3.3552103
29.4518762,6.2232925,0.7029366,3.3290979
29.4818679,6.2027223,0.6811128,3.3027405
29.5118597,6.1821645,0.6592768,3.276128
29.5418514,6.1616184,0.6374289,3.2492503
29.5718431,6.1410833,0.6155696,3.2220971
29.6018348,6.1205582,0.5936997,3.1946579
29.6318266,6.1000422,0.5718197,3.1669218
29.6618183,6.0795341,0.5499303,3.138878
29.69181,6.0590327,0.5280324,3.1105151
29.7218017,6.03854,0.5061304,3.0818218
29.7517935,6.0180592,0.48423,3.052786
29.7817852,5.9975819,0.462325,3.0233952
29.8117769,5.9771064,0.4404164,2.9936372
29.8417687,5.956631,0.4185052,2.9634991
29.8717604,5.9361539,0.3965927,2.9330778
29.9017521,5.9156732,0.37468,2.9024233
29.9317438,5.8951866,0.3527685,2.8715285
29.9617356,5.8746921,0.3308593,2.8403855
29.9917273,5.8541954,0.3089625,2.8089862
30.021719,5.8336976,0.2870832,2.777322
30.0517107,5.8131862,0.2652122,2.7453826
30.0817025,5.7926586,0.243351,2.713157
30.1116942,5.7721121,0.2215012,2.6806333
30.1416859,5.7515439,0.1996643,2.6477983
30.1716777,5.7309511,0.1778421,2.6146375
30.2016694,5.7103473,0.1560539,2.5811389
30.2316611,5.689724,0.1342955,2.5472801
30.2616528,5.6690691,0.1125592,2.5130558
30.2916446,5.6483783,0.0908461,2.4784317
